airline,tweets,airline_sentiment,sentiment_encoded
United,lax to sfo and system would not let me check in your site tells me to do it through aircanada and they tell me through you,negative,-1
United,by the way the virgin and jetblue managed on time departures same time same destination wouldnt take away a 9year old kids bag,negative,-1
United,i just go ahead and live in your premium cabins i am in heaven now en route to lhr,positive,1
United,poor on the churchmouse level here 180 dollars is enough to make a grown man cry i am not a grown man but tears happened,negative,-1
United,but the plane is an hour late flight your ontime departure ship sailed away a long time back,negative,-1
United,mliden will miss connection ua3530 denyeg due to delay,negative,-1
United,come you are the only airline of 90 flights last year that makes me check my carryon not even gate checkbaggage claim,negative,-1
United,had to change airports to actually get a flight out when my flight from fay was cancelled flightled twice 180 taxi ride to rdureimburse,negative,-1
United,is operated by united as it is a heathrownewark flight,neutral,0
United,of course i have is this how you treat customer with no recourse,negative,-1
United,will be stunned if my bags are in hartford with me the ord ground crew only had an hour to move my bags 200 yards,negative,-1
United,someone assist me with my direct messages waiting 1 hour on phone 2 hours on twitter,negative,-1
United,was overbooked was offered voucher to wait take another flight gate agent switched me over retracted voucher offer,negative,-1
United,it is very helpful to understand that the reduced price seats that are sold at checkin have priority over the certificates,positive,1
United,a million miler i have been delayed plenty never in the amateurish waysilverairwsys does it i would be embarrassed to be affiliated,negative,-1
United,claims to have a low fare guarantee but they would not honor a lower fare that i found,negative,-1
United,delayed united flight i should not be this surprised or upset i am mostly disappointed i have to cancelled flight my trip with my dad,negative,-1
United,cannot direct message it is lh7631 on 21215,negative,-1
United,you margo at houstons bush intercontinental for getting me home earlier,positive,1
United,booked our flights w westjet i saw the same prices each time i searched it was not the least bit frustrating customerservice,negative,-1
United,but i did not want to see weve started your flight search over or the fare rules for this itinerary has changed again,negative,-1
United,cats flight was delayed 1hour she will be arriving to hawaii after 5 i would not be able to pick her up until tomorrow,negative,-1
United,did not my mind was on getting to the next flight,negative,-1
United,youve lost my bags too at least nobody has done anything to help out this is absurd,negative,-1
United,up with the reduction in e on 737900s 1k who can no longer confirm e forget upgrades just want legroom unitedfail,negative,-1
United,me a voucher to switch flights now voucher offer doesnt exist the gate agent switched me to a delayed flight,negative,-1
United,southwest did this to us a mechanical problem at least they gave us round trip vouchers will you step up to the plate flight too,neutral,0
United,usually like flying with you guys but 200 fee to use my credit seems ridiculous notcool exhorbitantfees,negative,-1
United,but not so much the missing bag as the nonexistent staff at this apparent remote outpost busy airport for city of 1m,negative,-1
United,friend lost luggage on flight 1547 what to do,negative,-1
United,follow back and i will get the direct message off,positive,1
United,reservation were changed so that i can longer make my connecting flight how can i change this without incurring a fee,neutral,0
United,good next flight was a little delayed so it all worked,positive,1
United,5431,neutral,0
United,boarded ua1297 was refused from carrying overhead bag as no space in plane now with loads of space fail customerexperience,negative,-1
United,your act right you just lost customers because your staff wouldnt let us take our approved carryon on a half empty flight,negative,-1
United,gg8929 raise a dispute with your cc provider and they will hopefully clear it for you,neutral,0
United,up for almost 45 minutes and then promised free movies and it did not work and neither did the wifi that was paid for boo,negative,-1
United,partners you have the delays keep increasing every 20 min ftlauderdalesun orlandosentinel,negative,-1
United,just admit you have no clue when flight will leave denver unfriendlyskies,negative,-1
United,after long waiting on the phone we managed to rebook it hope it will be a pleasent one thanks for your help,negative,-1
United,had the worst experience ever flying with you,negative,-1
United,as the inbound flight dep time gets closer you push it back 15 min youve been doing this for 2 hrs,negative,-1
United,is my flight from mke to ord getting delayed our gate attendant is not communicating,negative,-1
United,plane sounds like a dj scratching is this normal if so will this eventually be a new entertainment fee,negative,-1
United,says no referral bonus thanks,neutral,0
United,can i trust united with future flight booking problemss when a confirmed ticketed and purchased ticket is cancelled flightled after the fact,negative,-1
United,this one is late flight too,negative,-1
United,late flight flight today,negative,-1
United,you miss first leg of your flight you have to pay hundreds of s just to keep your second leg how much to keep my earned miles,negative,-1
United,from iad to buf incredibly loud and like a third world 70s inner city metro bus lowstandards,negative,-1
United,flighting bought a ticket for a friend but cant get the credit under my name,neutral,0
United,7 star alliance short finals heathrowairport 27l on an amazing winters morning 7 avgeek,positive,1
United,days for one flight and 8 for the other roundtrip,negative,-1
United,am blown away by stellar custserv thank you 3,positive,1
United,overall experience of flying is not friendly,negative,-1
United,good start would be to warm the plane before the departure time so the flight is not delayed due to frozen water lines,negative,-1
United,i am going to lose my first class seat on the flight they shuffle me to,negative,-1
United,have the nicest gate attendant at newark airport gate 101 right now multiple delays and she is still pleasant with everyone,positive,1
United,hour mechanical delaykilling me,negative,-1
United,time i check a bag with your airline i am confident i will be wearing the same clothes for 3 days please prove me wrong,negative,-1
United,show come by both 130 for awesome deals on sunkist and webbernaturals,neutral,0
United,united for the no running water and late flight flight from grand rapids to denver,negative,-1
United,not allowing me to bypass the receipt on the refund request form never received receipt email charged,negative,-1
United,help left my ipad air 2 on my flight from new york city to paris yesterday and cant get in touch with anyone locally what to do,neutral,0
United,will that happen it really confuses when the 1st content to come on the 6in screens is about how technology forward united is,negative,-1
United,mean like my mailing address and rate by the surliness of my united coworkers i am guessing our benefits are not great,negative,-1
United,already sent feedback and your reps are who told me about the priority i am speechless at your system,negative,-1
United,because you are a monopoly in flysfo does not mean you treat your frequent fliers like crap,negative,-1
United,bag is on the way as per usual i am actually getting used to getting it delivered to me its kind of nice in a sense,negative,-1
United,much is baggage check for international flights,neutral,0
United,does it take 46 weeks for a new mileageplus premier card to be sent out stillwaiting doesntfeellikestatusyet,negative,-1
United,why people hate dealing with airlines ridiculous and inflexible policies i need a phone number and a resolution now,negative,-1
United,pnr numbered flight the first leg is cancelled flightled due to bad weather in iatanbul how can i make a reflight booking problems,negative,-1
United,it suggests that if cannot confirm cert at time of flight booking problems i should assume that it may never clear did not used to be that way,negative,-1
United,for explanation it seems like an odd incentive structure though because it dramatically diminishes the value of the certs,positive,1
United,clearvision tv4u united terminal sfo airport,neutral,0
United,you do not really care about our comfort you care about profitability that is fine just own up to it unfriendlyskies,negative,-1
United,just be honest with your customers the new seats are designed to fit more rows on the plane more rows more money,negative,-1
United,this wedding because of these delays would not be cool,negative,-1
United,to deter people from forgetting things or to provide more storage space the article says the latter unfriendlyskies,negative,-1
United,do you think missing meetings is worth a flight voucher i fly all the time so what would make it right,negative,-1
United,directtv not to pile on but it is time to update your in flight tv package,negative,-1
United,is it so hard to add in meal preferences after i booked tickets i forgot to do it it is now impossible i even called,negative,-1
United,is amazing really,positive,1
United,to hold connections they texted me there is another flight late flightr my connection has not left and were pulling into the gate,negative,-1
United,i have credit from a flight i cancelled flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date,neutral,0
United,is me and my partners first trip to new york city i bought the tickets at the same time please seat us next to each other conf ilc0hp,neutral,0
United,ridic you cant transfer credit you have my 400 youre taking 200 of it for cancelled flightling atleast let me keep the credit damn,negative,-1
United,you there was one here a few months ago but none now weird you do not have a club in one of the busiest airports in the us,positive,1
United,plane took our gate and now were just waiting in a lot at dia,negative,-1
United,have a flight from omaha to chicago en route to new york city and they are seating me and my partner separate please fix this res ilc0hp,negative,-1
United,airport self checkin your only option i am now your employee training was a bitch send my paycheck as soon as possible,negative,-1
United,your website it says 10 days its been 16 and counting,negative,-1
United,last thingunited club crackersnabisco where are the pepperidge farms,neutral,0
United,lack of customer service is astounding 2daysofhell,negative,-1
United,this happened 10 years ago i have not flown with you since,neutral,0
United,bag is a few days late flight to me and this is like the 3rd time in the past couple months where my free miles at,negative,-1
United,course but they were just as helpless as everyone else,negative,-1
United,ord to miami and back and had great crew service on both legs thanks,positive,1
United,and 72 year old flying to tokyo for vacation both with bad knees and this happens cbcallinaday cbcnews,negative,-1
United,week has passed and i hoped that i would have had a response by now,negative,-1
United,is no reason it should take 710 days to respond,negative,-1
United,i know that the question is why is that still the case fail,negative,-1
United,are exitrow window shades in approximately 11 of the windows of your rj145s a frequent flyer,negative,-1
United,worries your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time apologized for yesterday,positive,1
United,is no excuse for leaving a minor to spend the night sobbing 9 hours in a plastic chair uas actions terrible united,negative,-1
United,you could fix this and this answerthis,negative,-1
United,wife and i will be sharing this dreadful experience do not pretend ua cares about young girl traveling alone united airlines,negative,-1
United,going to process my refund for wifi its asking for a receipt i never received an email you guys just whacked my credit card,negative,-1
United,not post a link to an article that verifies the initial complaint with 20 comments saying the same thing harris,negative,-1
United,breaking them in somehow make them longer so that they do not cut off the circulation in my legs unfriendlyskies,negative,-1
United,why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned confirmed certificates,negative,-1
United,please do not burn my dreams burningman tickets sales today,neutral,0
United,agents in us at featuring lauderdale airport passengers stand in line getting status alerts still did not make an announcement,negative,-1
United,we get any free upgrade because all the problems weve had our reservation is mkwlkr,negative,-1
United,you send a personal plane to get us out of school it is icing and we do not want to get stuck here ansleyhutson emily donneiiy,neutral,0
United,start 3xweekly b737900 flights from neworleans to cancun on between 9may5sep avgeek,neutral,0
United,set to song united breaks guitars laugh my ass off,neutral,0
United,would love an upgrade or voucher please give me a call 9148445695,neutral,0
United,come it is cheaper to fly to bkk than nrt even though to get to bkk you take an extra flight from nrt,neutral,0
United,is with regard to a flight from a couple weeks ago i am very frustrated with your policies expressing that,negative,-1
United,for reaching out the seat was hard not enough cushion ok for short flight by the way ua6465 flight and crew were great,negative,-1
United,me otherwise the flight is over and i do not have a good feeling about your airline,negative,-1
United,have been told that it is lostyou guys do not know where it is,negative,-1
United,landed a day late flight with almost no sleep but here i feel sorry for the woman i consoled whos mother died during the night,negative,-1
United,sfodfw also 1576 sfoord,neutral,0
United,did not feed small children on a 5 half hour flight honolulu to los angeles appalling esp food waspaid for,negative,-1
United,to supervisor miriam who provided me with great customer service finally,positive,1
United,out at the airport as part of a long day made longer,negative,-1
United,the staff msp took customer service to a new level my father passed away last night you helped me get home today thanks,positive,1
United,delayed out of winnipeg because the plane was frozen fail will i make my connection on ua1059 tightconnection denver,negative,-1
United,about 8 hours because of missed connections due to mechanical issues on 1st flight rebooked but please call me 9148445695,negative,-1
United,out of stl saturday where they are expecting that is snow when should we start looking for travel waivers thanks,neutral,0
United,i add miles from my january air china flight to my mileageplus account,neutral,0
United,know your updates every 6 hours telling me you do not know where my bags are is also equally irritating coltsmissingbags,negative,-1
United,are lightyears ahead of the security control at newark airport they wasted 40 precious mins w bad efficiency frightening,negative,-1
United,thank you,positive,1
United,submitted a status match last week and have not heard back im a delta customer looking to switch to united please assist,neutral,0
United,to montego bay going back to gate bc 1person was late flight awful service for all of who came on time,negative,-1
United,are you guys charging for the air we breathe next,negative,-1
United,not get namesdallas flight and chicago,neutral,0
United,other words sorry not sorry plenty of other airlines and i travel a lot,negative,-1
United,again by united gate agent was borderline rude when i asked her a flight status question what is happening to united,negative,-1
United,need to speak with a supervisor or someone who is willing to help me use a credit i have as soon as possible letsworktogether,negative,-1
United,give up your service is terrible if i was not forced to use united on certain routes i never would,negative,-1
United,in denver is dope,positive,1
United,am checked in agent wouldnt tag my bags at 7am now i am standing in line hell,negative,-1
United,are never going to get to out gate at this rate,negative,-1
United,is getting ridiculous now were missing our connection,negative,-1
United,not use the confirmed upgd cert you gave me before christ you decided to sell anyone a biz seat for 299 why do you bother giving them,negative,-1
United,locked myself out of my account and needed access to book a flight,negative,-1
United,january 15th,neutral,0
United,chance you can troubleshoot check ins at flyyow were at 20 minutes per person,negative,-1
United,on earth could you close the united club in atlanta what a major fail at an airport of this size,negative,-1
United,to hear outsourcing plan boise is best staffcust service in the country boise,positive,1
United,ua 711 did not get agent name argument over baggage policy,negative,-1
United,staff were rude and unempathetic i needed jacket and tablet by 4 got at 11 if you take carryons cause plane fulldo not lose em,negative,-1
United,evening,negative,-1
United,pri boarding for active military or only in uniform 90 cannot travel in uniform for opsec reason even on official travel,neutral,0
United,military personnel for safety reason r highly recommended to not travel in uniform,neutral,0
United,counter masters out of smf not very helpful,negative,-1
United,thanks,positive,1
United,baggage is in shannon now so never mind you can work on giving me some back now,negative,-1
United,youre listening why are you the lowest provider of inflight wifi get with the times,negative,-1
United,is funny because i emailed virginatlantic once and they found it had not left lhr in the mean time stuck with no bag in new york city,negative,-1
United,the biggest joke of a companyi will never fly with them again 3 days now waiting for my bag they do not even know where it is,negative,-1
United,have not you updated that flight 4411 is delayed super frustrating,negative,-1
United,long can i expect the formal response to take,neutral,0
United,i am flying domestic first from sea to hnl can i pay to use the lounge before i fly or this is just for international thanks,neutral,0
United,you mean fortunately i do not want my flight to be affected,neutral,0
United,profit up aviation aircargo,neutral,0
United,the i go into the all airlines lounge w my star alliance club card in bcn only to be told star alliance is not accepted,negative,-1
United,do you not reply to customer refund forms unitedairlines,negative,-1
United,customer service of no use whatsoever unitedairline,negative,-1
United,not reply to emails,negative,-1
United,has now been 16 days since i applied for my compensationy have i had no correspondence,negative,-1
United,sucks not having the money to book a flight to see the love of my life 2600 miles away,neutral,0
United,customer care form jan 7th still no response a little longer then 7 10 business days,negative,-1
United,clearly united lives in the stone age some people do not need computers make your site better for tablets and phones,negative,-1
United,what does dealing via email have anything to do with a crappy web form that is not made for mobile devices,negative,-1
United,of my flight skateboards are allowed as carry on bagage right no extra payment needed,neutral,0
United,ntrustopen next thing you know united will believe they are above the dot and take them to court united is anticonsumer,negative,-1
United,ntrustopen i read that last hashtag as go f united makes sense since they f us by cancelled flightling ticketed reservations,negative,-1
United,link in the message i was replying to 3thparty itproblems,neutral,0
United,i read there are weather warnings on the east coast of the us would a flight from lhr to sfo be affected,neutral,0
United,delayed a connection for customer service today now i will be able to pay my final respects to a dear family member thank you,positive,1
United,i allowed to bring a duffle bag and back pack as my carry on and personal item flying out of ny,neutral,0
United,i am sorry united is not able to keep its word cuz their it is totally inadequate but they still says it is a customer fault,negative,-1
United,can you not know where my bags are you knew where they were 6 hours ago you are killing me worst service ever,negative,-1
United,pretending you care about the welfare of my daughter united airlines had the opportunity to help and failed united airlines,negative,-1
United,have received one previously on the 11th having checked odd as you said there was no complaint associated with my email,negative,-1
United,i have that pretty sure i had it before too but will wait and see what happens,negative,-1
United,tracing information you got 2 numbers wrong in my phone number how did a turquoise duffle bag become a black laptop bag,negative,-1
United,service members like crap never flying again with them unitedairlines cnn,negative,-1
United,ua1121 den 40 min on tarmac,neutral,0
United,is the point of a upc code on checked baggage if you cannot tell me where my luggage is vacation day 3 trying on swimsuits,negative,-1
United,are your sfobos nonstop flights not competitively priced with those of jetblue and virgin 179 vs 324 identical times,negative,-1
United,come i have no baggage updates,negative,-1
United,for your response bags came but it was a long wait and priority tags werent honored at all disappointing,negative,-1
United,and the hits keep on coming unitedfail unitedwithivy,negative,-1
United,jh yes please since i lost almost a whole day on the way out could you help me change my return for one day late flightr,negative,-1
United,hrs searching for flts find 1 on site cannot book the offered bc 1 seg is not really available lies falseadvertising,negative,-1
United,flight do not think i will be spending anymore money with you guys ever it was that bad,negative,-1
United,my bags here yet they were at palm springs airport i was at lax how come i beat my bags here,negative,-1
United,could not you have changed the tire of my delayed ua1127 flight when it arrived instead of waiting until boarding,negative,-1
United,generic form with tons of fields asking for info you already expected more as a premier platinum another servicefail,negative,-1
United,the fuck is your username andor email addr signin still unavailable been trying to login since sunday,negative,-1
United,am flying from msp to dxb my child will turn 2 during the trip do i have to buy a return ticket for my child,neutral,0
United,want my bags there is vital equipment in there you are royally screwing me i am cranky and want an update,negative,-1
United,guys have such big hearts keep up the good work,positive,1
United,512 had sime of the rudest flight attendants i was run over by the drink card and had a flashlight dropped on me noapology,negative,-1
United,am very disappointed with silverairways as your partner no communication 2 extremely late flight flights really all around horrible,negative,-1
United,it is on you guys im good,negative,-1
United,the miles going to be restructured help a silver status brotha out i thought i was winning with you guys until today laughing out loud,negative,-1
United,with the multiplier the ticket price will still never equal the amount of miles you travel even for transatlantic flights,neutral,0
United,connection wrong city bags at palm springs but not at hotel i am seriously tired of being treated this way,negative,-1
United,are my bags they werent in lax like your promised 9 out of 10 things today were a mess today because of you,negative,-1
United,i thought i was in a teleportation device ua514,negative,-1
United,my bag i appreciate taking care of the matter and following up,positive,1
United,have not received a response please direct message me for my contact information,negative,-1
United,have been waiting on my bag in iah for 45mins they are only 4 freaking people on that flight waiting for bags fix this,negative,-1
United,if this game was the one reason i payed for directv is there something we could work out here,neutral,0
United,note of this great example of jetblue actually making good for an extremely inconvenient situation,positive,1
United,217 first class my wife global services and i had headaches due to our neighbors smoking e cigarettes contact me pls,negative,-1
United,regulation prohibits you being separated from your bagyet you lose our bag and that is okay,negative,-1
United,to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees,negative,-1
United,just wondering how long it might take for turkish airlines flights to show up in my united miles thanks,neutral,0
United,you guys have any working planes,negative,-1
United,just almost had a major accident on ua3710 how about passing on some information to those of us waiting on plane,negative,-1
United,you said to go take the time to go there knowing what the issue was and knowing you wont fix it,negative,-1
United,hour delay plus a jetway that would not move this biz traveler is never flying you again,negative,-1
United,son is a passenger on flight 3710 from chicago to toronto the plane came within feet of colliding another plane and is stopped,negative,-1
United,made me so mad but then i called the bag number and that person was helpful and told me where the bag really was 22,positive,1
United,it was the airport person who told me the bag was still in nashville when i filed the claim 12,negative,-1
United,only thing you fella have done right today is get me to the pacific time zone,positive,1
United,my bags were sent to palm springs and not to lax as promised they better be at the hotel when i get there,negative,-1
United,messaged you did not hear anything back,negative,-1
United,it just happens way too often5 times in the last 12 months,negative,-1
United,thank you i will send it now,neutral,0
United,who does handle bag issues and why wouldnt you put me onto them in the first place,negative,-1
United,up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival,positive,1
United,from vacation went to luggage services golf bag was presented in clear wrap that could have been used in the first place,neutral,0
United,of a lifetime to new york ruined because you lost my luggage and have failed to find it since sunday wontflyagainwithyou,negative,-1
United,golf bag did not have a top cover staffers said they could not check without a type of cover or wrap forced to leave the bag,negative,-1
United,will you offer real food in american clubs like the amazing food you offer in heathrow,negative,-1
United,again my bag is lost when i travel united please do something,negative,-1
United,both,neutral,0
United,on plane for over an hour due to mechanical faults any updates please this happened on way to newark and now again to lhr,negative,-1
United,14 unfortunately this is not an isolate flightd incident i have not waited less than 20min in years,negative,-1
United,i mention one bag is an infant car seat weve been stuck with yr poor replacement on icy mtn roads,negative,-1
United,is in your hemispheres magazine i am open to what will you do to make the flight more pleasant,negative,-1
United,to believe since your staff sfo checked them under someone by the name of ritacomo who flew to ewr the same day,negative,-1
United,is late flight i am tired and understandably edgy for trying to catch my flight i was not chipper but i def was not rude,negative,-1
United,cust ser agents busy chatting then yelled bc i took pic put me stdby when seat diff agent gave me seat 30min late flightr platinum,negative,-1
United,am a frequent user congrats you only lost my bags once in 20 years problem it was today and your staff were rude still no bag,negative,-1
United,stewart at lax was fantastic tonight helping to find a lost item for us at the airport much thanks,positive,1
United,though they have not located the bag yet it was a lovely flight outside of that,negative,-1
United,me home amid snow cancelled flightlations delivered bag witho hassle plus no wait on phone an upgrade thank you,positive,1
United,wife has been on the phone several times for past 3 days with no result,negative,-1
United,you are saying that customer care does not report to anyone their response is humiliating for a company that serves the public,negative,-1
United,so my feedback is for your benefit not for you to correct your atrocious customer service good to know,negative,-1
United,fill out form and never receive response i expect remedy we can travel another airline and cancelled flight as members w you,negative,-1
United,ua1151 my seatarmrest broken discover after takeoff flight fullfa filed report who to chat with for partial refund,negative,-1
United,you told me to go knowing what the issue was only for me to go there and find out that you wont fix it,negative,-1
United,i made it all the way to the airport and they say they wont fix the handle i showed you this problem and you said to go,negative,-1
United,link in your tweet goes to someones internal email probably one of your 3rd party it contracts,neutral,0
United,why do you bother responding your customer service is the worst never using you guys again,negative,-1
United,was flight out of houston,neutral,0
United,hotel does not make up for such poor customer service and disregard,negative,-1
United,is messed up to refuse to wait 10 min after united is at fault for delay but to leave early is absolutely disgusting,negative,-1
United,delay occurred in houston earlier today re their flight to ord,negative,-1
United,ord to roc fam came to see me at sna i am a member so is my dad he used his miles for them,neutral,0
United,boldflavors united were bringing bourbon st to 350 featuring with bold flavors fresh ingredients and more dining options,positive,1
United,you for checking in never got through via phone on hold over hour how long is too long to wait on hold ugh csfail,negative,-1
United,there a referral program for the milageplus explorer card,neutral,0
United,else would i know it was denied,negative,-1
United,,neutral,0
United,allow shady 3rd party services to sell your tickets and then refuse to help the customer whos left holding the bagflyunited,negative,-1
United,on the phonehung up onall i want is to be on a different flight same day that has an open seat greatservice,negative,-1
United,now has maintenance issues with an undetermined amount of time until the mechanics even arrive,negative,-1
United,sent an email describing my experience looking forward to a follow up to hopefully make it right,neutral,0
United,chicagos hometown airline care about your neighbors savethediagonals flyquiet ordnoise,positive,1
United,85681 the cost of one of the round trip tickets,negative,-1
United,cyndi troy each a gold star,positive,1
United,flight attendant superben was super helpful in finding a bag we left on a flight today excellent customer service name fits,positive,1
United,about changing rno den nonstop in may 9 from 6am to late flight morning or early afternoon,neutral,0
United,wont wait 10min for fam w 2yr old connecting flight leaves early instead for airport that is planes last stop today,neutral,0
United,cant go back to the airport im working and wont have time are you telling me there is seriously no other way,negative,-1
United,of bourbon street how about quiet planes savethediagonals,neutral,0
United,to denver which we are supposed to be boarding right now but has yet to land,negative,-1
United,have been doing this for 15 years and i have never had this many issues with any other airline,negative,-1
United,that is fine still would not fly united ever again seems like you guys have more problems than anyone else,negative,-1
United,they are traveling w 2yr old unreal,negative,-1
United,that plane was staying overnight at the next airport roc you can make up 10 min in air but instead of waiting you leave early,negative,-1
United,they were traveling as guests of a mileage plus member using that members miles great customer service,positive,1
United,issues causes delay and connecting plane at ord only needed to wait 10 min for them refused and left early instead what the fuck,negative,-1
United,we apologize for the delay the company is looking for an open gate glance starboard side see 5 open gates,neutral,0
United,the kosher meals that were dropped shortly after the merger,neutral,0
United,am on one of your 757300 between jfk and laxwhen r you upgrading planesplane has no screenslousy seats and that is in unitedfirst,negative,-1
United,it possible to upfare to per annum segment where i have a gpu waitlisted,neutral,0
United,your a game with premium cabin dining nice,positive,1
United,already have vomit so you are halfway there,negative,-1
United,amazing how hard is to talk with customer service,negative,-1
United,enough but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff,negative,-1
United,held the flight for our group of nearly 20 people,negative,-1
United,guys suck you delay flights but cannot hold the connectors 10 minutes worstairlineever,negative,-1
United,want a plane dad,neutral,0
United,for a rantyou delayed my flight and still forgot my luggagethen delayed on the tarmac moments i love you united,negative,-1
United,was an international flight and we did not get our new eta until we were in the air,negative,-1
United,think she was having a rough moment w a bad passenger from an earlier flight things got considerably better thanks,positive,1
United,for the rude customer service and 3 hour delay it really helped me timing wise for my afternoon meetings hello delta,negative,-1
United,response i need a functioning wheelchair not a customer care form to fill out,negative,-1
United,thank you and thank you for replying so damn fast sure as hell beats 80s cheeze hold music,positive,1
United,does cabin functionality mean when i am taking a customer satisfaction survey,neutral,0
United,cab ride to dfw from love got me my bag reimburse,negative,-1
United,unbelievable hypocrisy,negative,-1
United,for not getting my businessfirst priority tagged bag onto my connecting flight at ewr despite a 2 hour layover nice job,positive,1
United,flying over 250 miles on unitedairlines alliance last year still got jilted out of status moneyelsewhere,positive,1
United,top of this a csr went ahead and hung up on me after i called united to discuss this,negative,-1
United,finally in memphis landed 30 minutes ago still no bags paying for a service that just gets worse,negative,-1
United,for a terrible experience at ewr customers should be treated as a priority not as an inconvenience tryagain,negative,-1
United,3rd party service known as ezee flights a man who confirmed he was born in india told me his name was steve wilson,neutral,0
United,third wheelchair is broken,negative,-1
United,met me from customer service at the arrival of flight ua3787 pvdiad thanks you guys have really handled this storm,positive,1
United,thanks,positive,1
United,flight was at 1 prime minister still at the airport gee what service do they care nope delayed until 755,negative,-1
United,disappointed in cc purchased ticket online w voucher and charge full amnt would not hold price after refund unacceptable,negative,-1
United,it states a secure document is a nexus card it does not state a passport must always be also presented read it,negative,-1
United,were told by united to carry overcarry back for the refund,neutral,0
United,i had to leave for work would have not been possible so i would love to have this replaced now,neutral,0
United,completely cheated united i read your commitment to customer service via website and def did not get service suggested there,negative,-1
United,01624311846633 of your agents said we would be refunded agents said united should never have sold us the ticket,negative,-1
United,your air traffic crew could get their shit together no one would notice the rudeness of the ground staff,negative,-1
United,with the link 3thparty,negative,-1
United,feel very well informed yes the flight is indeed delayed thank you,negative,-1
United,do i pay more for coach plus to be told preboarding that all overhead bins will be full for me,negative,-1
United,i get some help changing a ticket 40 minutes on hold and counting,negative,-1
United,for all the help totally appreciate it and you made it super easy too,positive,1
United,told by supervisor that united disconnected their customer support so there was nobody to address it now igiveup,negative,-1
United,mileageplus signup page is broken,negative,-1
United,for wifi just so i can tell my family i am gonna be late flight cause i had to sit in a grounded plane for the past two hours,negative,-1
United,your information continuous texts and emails i am getting about the delay while held captive on the tarmac are not that helpful,negative,-1
United,not only were you late flight you broke my luggage handle you paying for a new one,negative,-1
United,friendly skies from you today 5hr weather delay in sfo followed by 1hr mechanical delay while sitting on plane nofun,negative,-1
United,again your customer service rep was rude i asked a question and in turn got attitude jane was no help disgusted again,negative,-1
United,you not see the thread,negative,-1
United,old united never seem to get the response right,negative,-1
United,the staff at ewr united or otherwise have not seen your ads about being friendly and helpful ewr worst airport,negative,-1
United,why cannot i preselect seats on sfoyyz flight i am a canadian flight booking problems on,negative,-1
United,forelock guarantee the fare only or fare seats,neutral,0
United,,positive,1
United,united gg8929 i am sorry were not able to offer a full refund because the exchange rate is not what you were hoping for kp,negative,-1
United,should not have to spend my own on a hotel because of a weather delay the weather being something completely out of my control,negative,-1
United,you should approach bags like alaskaair they get it,negative,-1
United,if my new york city flight is delayed and i miss my connection to sacramento from chicago,negative,-1
United,they would give us a refund 30 days late flightr no refund,negative,-1
United,can you not know the weight of our plane after us sitting on the plane for 25 hrs not convinced your company is safe for flt,negative,-1
United,showed up to our flight several hours early tried to call was on hold 15 min bf call disconnected,negative,-1
United,your policy changed you must advise at the time of purchase same if you choose to vary it by airport we want a full refund,negative,-1
United,to but you cancelled flightled my tickets they were too special i guess even for united,negative,-1
United,am 03 for flight booking problems without major problems 0 is not bad,negative,-1
United,ingeniero do not check your baggage if you do not have to they will lose it,negative,-1
United,am hoping we do not miss our lax ito connection not looking forward to being stuck at lax overnight with our teamagain,negative,-1
United,perhaps you could highlight where that is stated we travel between canada usa on united with only nexus,negative,-1
United,can you not know after two hours of us sitting on the plane with no bags off loaded the planes weight,negative,-1
United,make it hard to fly with you delayed over an hour and now the plane is turning around heading back to the gate connection,negative,-1
United,firing needs to happen at hnl they broke the wheelchair you loaned me after you broke mine,negative,-1
United,customer service and of course they just say theres nothing we can do and then offer a transfer and disconnect the line,negative,-1
United,submitted for the third time please check and confirm receipt have taken screen shots in case it disappears again thanks,negative,-1
United,our already rescheduled flight is cancelled flightled is our hotel room paid for,negative,-1
United,,negative,-1
United,at washington dulles just hooked me up with a new connecting flight at my gate i am super pleased,positive,1
United,the economy plus cabin also qualifies as a premium cabin,neutral,0
United,ua3364 been sitting on tarmac for 30 mins with no report as to whyany input,negative,-1
United,3rd party service you use to sell your tickets has ripped me off excellent service united is offering,negative,-1
United,i am sorted now,neutral,0
United,for that advice so helpful cannot believe you guys actually charge people to fly united,negative,-1
United,you have had any issues with united airlines please retweet paid for a full fight ticket and was given a standby instead,negative,-1
United,tried to log in and was told email log in not currently available,negative,-1
United,so why did you cancelled flight tickets for thousands of people when you did not like the exchange rate doublestandards,negative,-1
United,you have an email address i can write my account to might be less likely to disappear,neutral,0
United,i wasted 40mins filling in 2 online forms you are telling me you did not receive how do i know this would not happen this time,negative,-1
United,from amsterdam to ewr 02272015 737300,neutral,0
United,here in iah waiting on flight 253 to honolulu for 7 hours due to maintenance issues could we have gotten a new plane fail,negative,-1
United,gg8929 what kind of hypocrisy is that only cancelled flightling tickets with bad exchange rate if in your advantage united,negative,-1
United,the entire problem here is that i was never sent anything via email and only given a flight booking problems number over the phone,negative,-1
